attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
232,"Apr 25, 2014",coelut2,2,Michael Redmond,Cole Tomlinson,Craig Konrardy,Colton Janssen,Michael Goerdt,Jory Heckenberg,Ben Larison,Thomas Schaedel,,2,2,Cal Kragenbrink,5,1001000,cf,c,ss,rf,lf,1b,3b,2b,,AJ Reuter,"coe college
",Coe College,Reuter (4-2),,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:45 pm   ,1:45   ,HP: Bret Miell  1B: Michael Kelly,"luther college
",Luther College,Andy Briggs,Eric Pittman,David Lowe,Czenvic Rojer,Mitch Knippenberg,Matt Larson,Brian Paulsrud,Carlos Pineda,Jon Opdahl,0,4,Nate Beckman,6,0100030,cf,ss,3b,rf,c,lf,1b,dh,2b,Teddy Klingsporn,Beckman (1-0)
50,"Mar 15, 2014",bvunwu2,2,"Ayars, Sam","Dolson, Nick","Powers, Chase","Sitorius, Pete","Watteyne, Jordan","Johnson, Chris","Babic, Joe","Thaut, J.J.","McPike, Colby",2,6,"Lott, Nolan",9,0060000,cf,lf,3b,1b,2b,ss,dh,rf,c,"Johnson, Jordyn","nebraska wesleyan university
",Nebraska Wesleyan U.,"Johnson, J",,7,Y,,"Lincoln, Neb. (NWU Field)",4:12pm   ,2:06pm   ,HP: Brian Soulliere  1B: Monty Cassn,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Joe Paletta,Jeremy Lambert,Weston Foxx,Eric Gurbacki,Bryce Wessels,Devon Harms,4,9,Lucas Hadaway,15,4013100,cf,lf,rf,1b,3b,2b,dh,ss/3b,c,Jake Bjorkgren,Bjorkgren
87,"Mar 25, 2014",lutcar,,Andy Briggs,Eric Pittman,Czenvic Rojer,Mitch Knippenberg,Brian Paulsrud,Matt Larson,Aldon Severson,David Lowe,Joel Martin,1,4,Ben Voss,10,100120000,cf,ss,rf,c,1b,lf,dh,3b,2b,Carlos Pineda,"luther college
",Luther College,Pineda (0-1),,9,Y,,"Tucson, Ariz. (Kino Sports Complex)",11:00 am   ,2:11   ,,"carleton college
",Carleton College,Jeff Dsida,David Stillerman,Hayden Tsutsui,Ray Yong,Kevin Johnson,Cody Bohlman,Jack Atterberry,Cameron Webb,Willie Freimuth,1,7,Kevin Johnson,9,000020410,c,ss,cf,lf,p,3b,2b,1b,rf,Kevin Johnson,Johnson (1-1)
203,"May 02, 2014",coesim3,1,Michael Redmond,Ben Larison,Craig Konrardy,Michael Goerdt,Jory Heckenberg,Colton Janssen,Andrew Brierton,Nathan Brown,,3,1,Jack Hoffmann,5,0001000,cf,3b,ss,lf,1b,rf,c,2b,,AJ Reuter,"coe college
",Coe College,Reuter (4-3),,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:06 pm   ,1:43   ,HP: Ryan Farnsworth  1B: Eric Olson,"simpson college
",Simpson College,Josh Pirtle,Brett Crable,Tyler Craig,Michael Chia,Jake Barr,Jake Scieszinski,Jake Esdohr,Bud Smith,Austin Burlin,2,2,Matt Pennings,7,1000010,rf,cf,1b,3b,lf,2b,ss,c,dh,Matt Pennings,Pennings (6-3)
,"Mar 28, 2014",bvulut2,2,Andy Briggs,Eric Pittman,Czenvic Rojer,Mitch Knippenberg,Carlos Pineda,Aldon Severson,Matt Larson,David Lowe,Joel Martin,2,3,Nate Witham,8,210000000,cf,ss,rf,c,dh,1b,lf,3b,2b,Matt McKinney,"luther college
",Luther College,McKinney (0-2),,9,Y,L,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,#25 buena vista univ.,#25 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Jeremy Lambert,Bryce Wessels,Ryan Titman,Nick Schlecht,2,6,Lucas Hadaway,10,030003000,cf,c,1b,rf/lf,2b,dh,3b,ss,lf,Jake Bjorkgren,Beatty (1-0)
125,"Mar 03, 2014",coeaur1,1,Ben Larison,Cole Tomlinson,AJ Reuter,Michael Goerdt,Craig Konrardy,Jory Heckenberg,Michael Redmond,Brett Slager,Nathan Brown,1,9,Jake Tickle,10,030114X,ss,c,1b,lf,3b,dh,cf,rf,2b,Connor Alberhasky,"coe college
",Coe College,Kwasny (0-1),,7,Y,,"Auburndale, Fla. (Lake Myrtle Park)",12:15 pm   ,1:54   ,,aurora university,Aurora University,Tanner Oymaian,Corey Landers,Jake Monson,Dillon Popovich,Jared Swain,Zach Flores,Michael Cherven,Felipe Granada,Nick Turner,3,0,Tyler Williams,2,0000000,ss,lf,3b,dh,1b,2b,c,rf,cf,Josh Kwasny,Alberhasky (1-0)
156,"Apr 18, 2014",lutsim2,2,Andy Briggs,Eric Pittman,Czenvic Rojer,David Lowe,Carlos Pineda,Matt Larson,Aldon Severson,Mitch Knippenberg,Joel Martin,2,2,Nate Witham,4,000100010,cf,ss,rf,3b,dh,lf,1b,c,2b,Teddy Klingsporn,"luther college
",Luther College,Klingsporn (1-2),,9,Y,,"Decorah, Iowa (Luther College)",3:15 pm   ,2:00   ,HP: Nic Betts  1B: Ryan Eklund,"simpson college
",Simpson College,Josh Pirtle,Tyler Craig,Michael Chia,Jake Barr,Jake Scieszinski,Taylor Harmon,Bud Smith,Jake Esdohr,Brett Crable,5,4,Matt Pennings,8,000030001,rf,1b,3b,lf,ss,2b,c,dh,cf,Matt Pennings,Pennings (4-3)
92,"Mar 18, 2014",dbquwp,,Ryan Duva,Tanner Galeazzi,Casey Schroeder,George Jester III,Zach Demmon,Ryan Lehmann,Zack Iverson,Chris Ferchau,Bobby Bean,2,3,Trevor Hall,8,000210000,cf,rf,ss,2b,1b,lf,3b,c,dh,Nathan Fay,"university of wisconsin-plateville
",Wis.-Platteville,Fay (0-1),,9,Y,,"Fort Myers, Fla. (Terry Park Field #1)",10:00   ,2:25   ,,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,Will Fogel,Steve Ryan,Austin McWhite,Jacob Evans,Michael Riordan,Eddie Pablo,Vince Parisi,Gaetano Florio,0,5,Dalton Garst,7,002001200,cf,2b,dh,1b,lf,rf,3b,c,ss,Trent Van Egtern,Garst (1-1)
,"Mar 29, 2014",lorsim1,1,Michael Chia,Jake Barr,Tyler Craig,Jake Esdohr,Brett Crable,Austin Burlin,Jake Anctil,Bud Smith,Jake Scieszinski,0,3,Matt Pennings,4,1110000,3b,lf,1b,ss,cf,rf,dh,c,2b,Matt Pennings,"simpson college
",Simpson College,Petrosky (0-3),,7,Y,,"Indianola, Iowa (McBride Field)",2:03 pm   ,1:28   ,HP: Ryan Eklund  1B: Nick Willenborg,"loras college
",Loras College,Mark Jablonski,Tony Heiser,Patrick Walsh,Spencer Bonner,Eric DeSousa,Mike Pudlo,Danny Fahlgren,Nick Battalini,Alex Rodriguez,2,0,Will Petrosky,5,0000000,cf,lf,1b,dh,3b,ss,c,rf,2b,Will Petrosky,Pennings (3-1)
225,"Mar 11, 2014",warweb,,Corey Lasky,Ryan Hall,Taylor Stoulp,Jeff Kammer,Joe Winckel,Jared Turner,Kevin Kojs,Ian Foege,Matt Wollnik,2,9,Brett Buchanan,12,00203031X,cf,3b,2b,1b,dh,lf,rf,c,ss,Zach Schneider,"webster university
",Webster University,Steines (1-1),,9,Y,Buchanan (1),"Lakeland, Fla. (Lake Bonny Park)",9:00 am   ,2:00   ,,"wartburg college
",Wartburg College,Jackson Litterer,Craig Kerper,Ryan Powers,Ryan Kemp,DJ Utley,Blake Wilson,Michael Schinstock,Joe Grote,Tyler Mougin,3,3,Andy Sorensen,10,000000030,dh,lf,3b,cf,1b,c,rf/p,2b,ss,Alex Steines,Schneider (2-0)
400,"Mar 15, 2014",warsjme2,2,Max McComb,Louie Vigars,Joe Coyne,Alex Lorenc,Taylor Reuillard,Alex Markakis,Jameson Collins,Taylor Black,Tim Beaudette,0,2,Thomas Fortier,11,0010001,ss,cf,c,rf,dh,3b,1b,2b,lf,Nick Whittaker,st. joseph's (maine),St. Joseph's (Maine),Whittaker (1-1),,7,Y,,"Auburndale, Fla. (Lake Mrytle Field 4)",12:00   ,2:00   ,,"wartburg college
",Wartburg College,Craig Kerper,Joe Grote,Ryan Powers,Ryan Kemp,DJ Utley,Blake Wilson,Clay Emmrich,Jake Raecker,Tyler Mougin,0,7,Michael Schinstock,10,4210000,lf,2b,3b,cf,1b,c,dh,rf,ss,Michael Schinstock,Schinstock (1-1)
160,"Apr 19, 2014",cencoe3,1,Jordan Judkins,Kirby Coppess,Adam Ariola,Grant Seuferer,Andrew O'Toole,Zach Zylstra,Jace Ahrendsen,Dakotah Wolken,,2,4,Mack Boothe,9,001210X,ss,3b,2b,1b,rf,lf,c,cf,,Robbie Rushing,"central college
",Central College,"Golinski, M",,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:42   ,HP: Tim Riskowski  1B: Jon Fy,"coe college
",Coe College,Craig Konrardy,Michael Goerdt,AJ Reuter,Colton Janssen,Michael Redmond,Jack Hoffmann,Ben Larison,Cole Tomlinson,Thomas Schaedel,0,2,Kyle Brady,4,0100100,ss,lf,1b,rf,cf,dh,3b,c,2b,Michael Golinski,Rushing (4-0)
76,"Apr 08, 2014",dbqlor4,2,Mike Pudlo,Cole Reeg,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Nick Battalini,Niko Andriotis,Adam Kennedy,Alex Rodriguez,0,5,Adam Schwoebel,9,02012000X,ss,cf,3b,1b,c,rf,dh,lf,2b,Miles Canady,"loras college
",Loras College,Stumpf (0-2),,9,Y,Schwoebel (1),"Dubuque, Iowa (Petrakis Park)",6:00   ,2:10   ,HP: Alec Clark  1B: Clint Gingerich,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,Eddie Pablo,Vince Parisi,Austin McWhite,Dalton Garst,Ryan Karrick,Jacob Evans,Steve Ryan,Gaetano Florio,2,4,Justin Naval,8,000012010,cf,2b,c,1b,dh,ss,lf,rf,3b,Reed Stumpf,Canady (1-0)
247,"Apr 08, 2014",bvucoe4,2,Ben Larison,Craig Konrardy,AJ Reuter,Colton Janssen,Michael Goerdt,Michael Redmond,Thomas Gandolfi,Andrew Brierton,,5,5,Tyler Hixson,6,000220010,2b,ss,1b,3b,lf,cf,rf,c,,Cal Kragenbrink,"coe college
",Coe College,Kragenbrink (0-2),,9,Y,L,"Cedar Rapids, Iowa (Daniels Park)",3:30 pm   ,2:45   ,HP: Eric Thornton  1B: Stacey Dunba,#25 buena vista univ.,#25 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Bryce Wessels,Tanner Truesdell,Ryan Titman,Devon Harms,1,6,Lucas Hadaway,9,001220010,cf,lf,1b,2b,dh,3b,rf,ss,c,Justin Lange,Lewis (1-0)
55,"Mar 09, 2014",simwes1,,Brett Crable,Jake Barr,Tyler Craig,Jake Esdohr,Nick Anderson,Josh Pirtle,Bud Smith,Jake Scieszinski,Michael Chia,7,9,Adam Richman,11,142001010,cf,lf,1b,ss,2b,rf,c,dh,3b,Kyle Helmerson,"simpson college
",Simpson College,0),,9,Y,Helmerson (0-1),"Tucson, Ariz.",12:30 pm   ,3:20   ,,wesleyan (conn.),Wesleyan (Conn.),Andrew Yin,Jonathan Dennett,Donnie Cimino,Sam Goodwin-Boyd,Guy Davidson,Ellis Schaefer,Ben Hoynes,Eric Jones,Jake Katofsky,7,12,Peter Rantz,10,441100200,2b,lf,cf,1b,ss,dh,3b,c,rf,Jeff Blout,C
14,"Mar 01, 2014",warnpu1,1,Zak Worsley,Eric Sousanes,Tommy Endres,Joe Belmonte,Dan Sabin,Mike Coduto,Tyler Woolbright,Mitchell Jordan,Dan Anderson,2,8,Matt Peterson,12,020060000,cf,ss,rf,1b,c,2b,dh,3b,lf,Alex Silverthorne,north park univ.,North Park Univ.,McGrady (0-1),,9,Y,,"Sauget, Ill. (GCS Park)",1.36 pm   ,3.10   ,,"wartburg college
",Wartburg College,Jackson Litterer,Joe Grote,Ryan Powers,DJ Utley,Ryan Kemp,Blake Wilson,Clay Emmrich,Michael Schinstock,Craig Kerper,5,9,Alex Steines,13,000101502,ss,2b,3b,1b,cf,c,dh,rf,lf,Ben Rettenmeier,Steines (1-0)
,"Mar 23, 2014",bvucar,,"Richer, Matt","Bailey, Drew",Schmidlkofer,Farias,Carroll,Huntsinger,Merritt,"Kraynak,S","Wade, Zach",6,2,"Heniff, Nick",7,000011000,lf,ss,c,dh,rf,cf,1b,2b,3b,"Newberry, A",carthage college,Carthage College,"Newberry, A",,9,Y,,"Tucson, Ariz. (Field 7)",3:00pm   ,  ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Bryce Wessels,Alex Brown,Devon Harms,Ryan Titman,0,16,Cam Beatty,19,000412441,cf,rf,1b,lf,2b,3b,dh,c,ss,Jon Ringblom,Ringblom
135,"Apr 11, 2014",dbqwar1,1,Daniel Casanova,Eddie Pablo,Vince Parisi,Austin McWhite,Dalton Garst,Ryan Karrick,Jacob Evans,Steve Ryan,Gaetano Florio,2,1,Dalton Garst,3,0000010,cf,2b,c,1b,dh/p,ss,lf,rf,3b,Harley Miller,"dubuque, univ. of","Dubuque, Univ. of",Miller (1-3),,7,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,2:05   ,HP: Matt Moore  1B: Chris Szolyga,"wartburg college
",Wartburg College,Jackson Litterer,Tyler Mougin,Ryan Powers,Ryan Kemp,DJ Utley,Clay Emmrich,Blake Wilson,Michael Schinstock,Joe Grote,0,4,Ben Rettenmeier,6,0000121,lf,ss,3b,cf,1b,dh,c,rf/1b,2b,Ben Rettenmeier,Rettenmeier (5-0)
50,"Mar 18, 2014",cencrown,,Jordan Judkins,Adam Ariola,Robbie Rushing,Andrew O'Toole,Zach Brown,Jace Ahrendsen,Jake Effron,Grant Seuferer,Dakotah Wolken,1,17,James Longo Jr,24,3102506,ss,2b,dh,rf,3b,c,lf,1b,cf,Matt Schissel,"central college
",Central College,Flanders (),,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",1 p.m.   ,4:00   ,,crown college,Crown College,Ryan Denison,Hunter Foss,Harry Ballantyne,Matthew Tate,Jonathan Matity,Travis Walker,KJ Payton,Nick Gillette,Brady Rowe,4,0,Rob Smartnick,3,0000000,ss,lf,cf,c,dh,3b,rf/p,1b,2b,Josh Flanders,Schissel (1-0)
125,"May 03, 2014",dbqlut4,2,Andy Briggs,Joe Silversmith,Czenvic Rojer,David Lowe,Brian Paulsrud,Aldon Severson,Zach Lashbrook,Joel Martin,Ryan Vijums,0,12,Blake Peterson,11,230016X,cf,ss,rf,3b,dh,1b,c,2b,lf,Blake Peterson,"luther college
",Luther College,Stumpf (1-5),,7,Y,,"Decorah, Iowa (Luther College)",3:20 pm   ,1:40   ,HP: Matt Lukan  1B: Forrest Mill,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,Will Fogel,Vince Parisi,Austin McWhite,Dalton Garst,Ryan Karrick,Jacob Evans,Steve Ryan,Gaetano Florio,5,0,Jacob Padilla,4,0000000,cf,2b,c,1b,dh/1b,ss,lf,rf,3b/ss,Reed Stumpf,Peterson (3-3)
248,"May 17, 2014",bvuncaa3,,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Nick Schlecht,1,3,Cam Beatty,16,3000000000000,cf,c,1b,2b,dh,rf,3b,ss,lf,Justin Lange,"buena vista university
",Buena Vista Univ.,Grigsby (2-2),,13,Y,,"Moline, Ill. (Swanson/Brunner)",3:31 PM   ,3:37   ,HP: Kirk Hacker  1B: Matt Ossenfort  2B: Chris Deichman  3B: Pet,"rose-hulman
",Rose-Hulman,"Alayon, Kody",Hank Akard,Caleb Kissel,"Benitez, Andrew",Josh Hoeing,Zach Trusk,Warren Whithaus,Nevin Fansher,Josh Koutnik,4,4,Kevin Farley,8,0200001000001,ss,cf,2b,3b,rf,c,dh,lf,1b,R.J. Carroll,Farley (7-2)
,"Mar 25, 2014",bvuha,,Neil Marshall,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Eric Gurbacki,Devon Harms,Ryan Titman,Nick Schlecht,3,6,Ian Grigsby,10,000011004,cf,dh,1b,rf,2b,3b,c,ss,lf,Jacob Hadaway,#25 buena vista univ.,#25 Buena Vista Univ.,Arch,,9,Y,,"Tucson, Ariz. (Field 7)",11:00am   ,  ,,"hamline university
",Hamline University,Connell,Moro,Smith,Thompson,Olstad,Zeller,Sammon,Torgerson,Berumen,1,5,Arch,4,400010000,1b,cf,rf,lf,dh,ss,2b,3b,c,Stoneberg,Grigsby
60,"Mar 07, 2014",dbqwcmo2,2,A. Pichler,J.Holtgraewe,Ty. Branneky,Da. Hughes,T. Chambliss,Ta. Branneky,M.Washington,C. Backes,,1,5,C. Brinker,8,02210000X,cf,lf,3b,ss,1b,c,rf,2b,,De. Hughes,westminster (mo.),Westminster (Mo.),(1-0),,9,Y,Miller (0-1),"Fulton, Mo. (Saucier Field)",2:00 pm   ,2:00   ,,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,James Workman,Michael Riordan,Vince Parisi,Austin McWhite,Michael Salazar,Eddie Pablo,John Henderson,Ryan Karrick,0,2,Justin Naval,5,000000200,cf,dh,rf,c,1b,lf,3b,2b,ss,Harley Miller,De
75,"Apr 23, 2014",loruwp3,,Ryan Duva,George Jester III,Casey Schroeder,Zach Demmon,Ryan Lehmann,Tyler Trautsch,Chris Ferchau,Jonny Frese,Zack Iverson,1,10,Eric Curtis,16,001010314,cf,dh,ss,1b,rf,lf/1b,c,3b,2b/3b,Kyle Reinhart,"university of wisconsin-plateville
",Wis.-Platteville,Reinhart (0-1),,9,Y,Gerardy (3),"Platteville, Wis. (Kendall Murray Field)",4 p.m.   ,2:53   ,HP: Rob Ruhle  1B: Rodney Dav,"loras college
",Loras College,Mike Pudlo,Spencer Bonner,Patrick Walsh,Niko Andriotis,Nick Battalini,Eric DeSousa,Lucas Jacque,Luke Leibforth,Mark Jablonski,3,12,Jeremy Gerardy,17,213015000,ss,1b,3b,lf,rf,dh,c,2b,cf,Matt Kass,Kass (2-0)
74,"Apr 18, 2014",bvudbq1,1,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Nick Schlecht,2,8,Jon Ringblom,13,000512X,cf,c,1b,2b,dh,rf,3b,ss,lf,Jon Ringblom,#21 buena vista univ.,#21 Buena Vista Univ.,Garst (1-3),,7,Y,,"Storm Lake, Iowa (BVU/SL Field)",3:30pm   ,1:50   ,HP: Dustin Moore  1B: Brandon Moo,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,Will Fogel,Austin McWhite,Vince Parisi,Eddie Pablo,Jacob Evans,Steve Ryan,Ryan Karrick,,3,1,Alan Kopp,3,0001000,cf,2b,1b,c,3b,lf,rf,ss,,Dalton Garst,Ringblom (5-1)
90,"May 02, 2014",bvulor2,2,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Nick Schlecht,0,7,Ian Grigsby,10,001320010,cf,c,1b,2b,dh,rf,3b,ss,lf,Scott Harris,#20 buena vista univ.,#20 Buena Vista Univ.,Canady (2-2),,9,Y,Grigsby (7),"Storm Lake, Iowa (BVU/SL Field)",5:30pm   ,2:30   ,HP: Troy Solsaa  1B: Michael Kelly,"loras college
",Loras College,Mike Pudlo,Alex Rodriguez,Patrick Walsh,Nick Battalini,Niko Andriotis,Danny Fahlgren,Anthony Flattery,Lucas Jacque,Mark Jablonski,3,4,Jeremy Gerardy,6,000020020,ss,2b,1b,rf,lf,c,3b,dh,cf,Miles Canady,Harris (7-0)
87,"Apr 11, 2014",coelor2,2,Mike Pudlo,Cole Reeg,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Nick Battalini,Niko Andriotis,Anthony Flattery,Alex Rodriguez,4,4,Patrick Walsh,8,04000000X,ss,cf,p,1b,c,rf,lf,3b,2b,Patrick Walsh,"loras college
",Loras College,Brady (0-4),,9,Y,,"Dubuque, Iowa (Petrakis Park)",5:45 PM   ,1:40   ,HP: Woody Miller  1B: Kevin F,"coe college
",Coe College,Ben Larison,Craig Konrardy,AJ Reuter,Colton Janssen,Michael Goerdt,Michael Redmond,Brett Slager,Cole Tomlinson,Thomas Schaedel,1,2,Cal Kragenbrink,5,200000000,3b,ss,1b,dh,lf,cf,rf,c,2b,Kyle Brady,Walsh (4-1)
89,"Apr 05, 2014",coedbq1,1,Ben Larison,Craig Konrardy,AJ Reuter,Jory Heckenberg,Colton Janssen,Michael Goerdt,Michael Redmond,Cole Tomlinson,Thomas Gandolfi,0,3,Connor Alberhasky,6,2001000,2b,ss,1b,dh,3b,lf,cf,c,rf,Connor Alberhasky,"coe college
",Coe College,Stumpf (0-1),,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:30   ,HP: Eric Thornton  1B: Roger Johnson,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,James Workman,Austin McWhite,Steve Ryan,Jacob Evans,Mac Shepherd,Gaetano Florio,Vince Parisi,Ryan Karrick,3,0,Reed Stumpf,3,0000000,cf,dh,1b,rf,lf,3b,2b,c,ss,Reed Stumpf,Alberhasky (2-2)
100,"Mar 07, 2014",coewcma,,Foley,LaJoie,Lavanchy,De La Cruz,Bisceglia,Fontaine,Peluso,Horton,Smith,2,3,Grant,7,10000200X,lf,2b,rf,1b,dh,ss,3b,c,cf,Palioca,#17 wheaton (mass.),#17 Wheaton (Mass.),Brady (0-2),,9,Y,Grant (1),"Winter Haven, Fla. (Lake Myrtle Park)",3:00 pm   ,2:12   ,,"coe college
",Coe College,Ben Larison,Michael Redmond,AJ Reuter,Craig Konrardy,Jory Heckenberg,Michael Goerdt,Cole Tomlinson,Andrew Brierton,Nathan Brown,0,2,Jack Hoffmann,4,010000001,ss,cf,1b,3b,dh,lf,rf/c,c,2b,Kyle Brady,Palioca (1-0)
56,"Mar 15, 2014",lorwab,,Trey Fankhauser,David Oliger,Tyler Owensby,Tyler Hampton,Clint Scarborough,Steven Curry,KJ Zelenika,Adam Rains,Lucas Stippler,1,9,Jensen Kirch,9,00051021X,cf,1b,rf,c,lf,dh,3b,2b,ss,Josh Piercey,wabash college,Wabash College, (1-1),,9,Y,Petrosky (0-1),"Crawfordsville, Ind. (Goodrich Ballpark)",10:01 am   ,2:22   ,HP: Anthony Turk  1B: Craig Spark,"loras college
",Loras College,Mark Jablonski,Cole Reeg,Patrick Walsh,Spencer Bonner,Tony Heiser,Mike Pudlo,Eric DeSousa,Danny Fahlgren,Alex Rodriguez,1,3,Zach Forkenbrock,9,000201000,cf,rf,1b,dh,lf,ss,3b,c,2b,Will Petrosky,J
95,"Apr 12, 2014",coelor3,1,Mike Pudlo,Cole Reeg,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Nick Battalini,Niko Andriotis,Spencer Bonner,Alex Rodriguez,1,6,Miles Canady,9,0020004,ss,cf,3b,dh,c,rf,lf,1b,2b,Adam Schwoebel,"loras college
",Loras College,Hoffmann (1-3),,7,Y,,"Dubuque, Iowa (Petrakis Park)",11:15 AM   ,1:50   ,HP: Denis Schroeder  1B: Dan Graw,"coe college
",Coe College,Ben Larison,Craig Konrardy,AJ Reuter,Michael Goerdt,Cal Kragenbrink,Brett Slager,Michael Redmond,Thomas Schaedel,Cole Tomlinson,1,5,Jack Hoffmann,15,0000311,3b,ss,p/1b,lf,1b,rf,cf,2b,c,AJ Reuter,Canady (2-0)
25,"Mar 09, 2014",simsmu,,Brett Crable,Jake Barr,Tyler Craig,Jake Esdohr,Josh Pirtle,Bud Smith,Michael Chia,Nick Anderson,Austin Burlin,1,7,Michael Wilson,15,20030110X,cf,lf,1b,ss,rf,c,3b,2b,dh,Jake Scieszinski,"simpson college
",Simpson College,Pieczynski (0-2),,9,Y,,"Tucson, Ariz. (Kino Sports Complex)",9:00 am   ,11:30am   ,,saint mary's (minn.),Saint Mary's (Minn.),Willie Doll,David Barry,Kevin Gannon,Ben Buerkle,Kevin Miley,Steph Scatassa,Drew Denning,Tyler Lursen,Pat Krieger,3,6,Cale Pieczynski,17,003111000,cf,ss,1b,rf,dh,2b,3b,c,lf,Ben Johnson,Wilson (0-1)
40,"Mar 26, 2014",lutcar,,"Richer, Matt","Bailey, Drew",Schmidlkofer,Farias,Mantucca,Carroll,Jewell,"Kraynak,S","Cmiel, Matt",3,3,"Wilhelms,S",11,010010100,lf/c,ss,c,dh,1b,rf,3b,2b,cf,"Sulik, Tim",carthage college,Carthage College,"Sulik, Tim (1-1)",,9,Y,Withers (1),"Tucson, Ariz. (Kino Sports Complex)",9 a.m.   ,2:43   ,,"luther college
",Luther College,Andy Briggs,Eric Pittman,Czenvic Rojer,Carlos Pineda,Aldon Severson,Joel Martin,Brian Paulsrud,Zach Lashbrook,Jon Opdahl,1,6,Andrew Withers,15,000220101,cf,3b,rf,dh,1b,2b,lf,c,ss,Phillip LaPointe,Lapointe (2-0)
140,"Apr 26, 2014",cenlor4,2,Mark Jablonski,Mike Pudlo,Patrick Walsh,Niko Andriotis,Nick Battalini,Danny Fahlgren,Eric DeSousa,Connor Reilly,Alex Rodriguez,2,1,Jeremy Gerardy,4,001000000,cf,ss,3b/1b,lf,rf,c,1b,dh,2b,Adam Schwoebel,"loras college
",Loras College,Schwoebel (2-3),,9,Y,Boothe (3),"Dubuque, Iowa (Petrakis Park)",2:50 PM   ,2:05   ,HP: Jay Wiechmann  1B: Matt Lukan,"central college
",Central College,Jordan Judkins,Andrew O'Toole,Robbie Rushing,Adam Ariola,Zach Brown,Zach Zylstra,Jake Effron,Kirby Coppess,Michael Reuter,0,4,Mack Boothe,10,101110000,ss,rf,dh,2b,1b,lf,cf,3b,c,Matt Schissel,Schissel (3-0)
44,"Mar 09, 2014",loruwp2,2,Ryan Duva,Casey Schroeder,Zach Demmon,George Jester III,Zack Iverson,Ryan Lehmann,Bobby Bean,Todd Wienkes,Colin DeBoer,2,0,Trevor Hall,5,000000000,cf,ss,1b,2b,3b,lf,rf,c,dh,Nathan Fay,"university of wisconsin-plateville
",Wis.-Platteville,Fay (0-1),,9,Y,Schreck (1),"Jacksonville, Ill. (Lenz Field)",3:05   ,2:00   ,HP: Don Umland  1B: Steve Jon,"loras college
",Loras College,Mark Jablonski,Cole Reeg,Tony Heiser,Niko Andriotis,Mike Pudlo,Eric DeSousa,Spencer Bonner,Danny Fahlgren,Luke Leibforth,0,4,Connor Schreck,8,002100001,cf,rf,dh,lf,ss,3b,1b,c,2b,Patrick Walsh,Walsh (1-0)
